,NG-18809-DFG-ITS1-13_lib318461_6317_1,NG-18809-DFG-ITS1-14_lib318462_6317_1,NG-18809-DFG-ITS1-15_lib318463_6317_1,NG-18809-DFG-ITS1-16_lib318464_6317_1,NG-18809-DFG-ITS1-21_lib318469_6317_1,NG-18809-DFG-ITS1-24_lib318472_6317_1,NG-18809-DFG-ITS1-30_lib318478_6317_1,NG-18809-DFG-ITS1-34_lib318482_6317_1,NG-18809-DFG-ITS1-36_lib318484_6317_1,NG-18809-DFG-ITS1-4_lib318452_6317_1,NG-18809-DFG-ITS1-45_lib318493_6317_1,NG-18809-DFG-ITS1-47_lib318495_6317_1,NG-18809-DFG-ITS1-5_lib318453_6317_1,NG-18809-DFG-ITS1-6_lib318454_6317_1,NG-18809-DFG-ITS1-8_lib318456_6317_1,NG-18810-DFG-ITS2-0_lib317646_6313_1,NG-18810-DFG-ITS2-15_lib318510_6313_1,NG-18810-DFG-ITS2-18_lib318513_6313_1,NG-18810-DFG-ITS2-20_lib318515_6313_1,NG-18810-DFG-ITS2-21_lib318516_6313_1,NG-18810-DFG-ITS2-24_lib318519_6313_1,NG-18810-DFG-ITS2-26_lib318521_6313_1,NG-18810-DFG-ITS2-27_lib318522_6313_1,NG-18810-DFG-ITS2-28_lib318523_6313_1,NG-18810-DFG-ITS2-3_lib318498_6313_1,NG-18810-DFG-ITS2-34_lib318529_6313_1,NG-18810-DFG-ITS2-39_lib318534_6313_1,NG-18810-DFG-ITS2-42_lib318537_6313_1,NG-18810-DFG-ITS2-43_lib318538_6313_1,NG-18810-DFG-ITS2-9_lib318504_6313_1,taxonomy,Taxon,RS notes,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source
ASV643,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__cookei,Periconia,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Possible,"Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Mandyam K, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)); Knapp DG, et al. 2012. PLOS ONE 7:e32570 (( https://doi.org/10.1371/journal.pone.0032570)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'"
ASV653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231885,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pseudoanguillospora;s__stricta,-,,-,-,-,-,-,-,Unassigned,-
ASV656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;s__indecorata,-,,-,-,-,-,-,-,Unassigned,-
ASV665,0,0,0,0,0,0,0,0,0,6.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__unassigned,Filobasidium,Saprotroph,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Highly Probable,NULL,"b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'"
ASV667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130918,0,0,0,2.89E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__montsegurinum,Myrmecridium,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV693,0,0,0,0,0,0.000100693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__zeae,Gibberella,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-05,0,3.25E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Sirobasidiaceae;g__Fibulobasidium;s__unassigned,Fibulobasidium,Saprotroph,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Highly Probable,NULL,"b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'"
ASV7,0.237796124,0.122191918,0.12539531,0.32858483,0.369098276,0.456544067,0.018116183,0.004703978,0.329356709,0.036408869,0.104527664,0.285003383,0.060416673,0.088630851,0.047403406,0.309024576,0.33887743,0.285102298,0.28403985,0.062035102,0.062827287,0.326383439,0.011639575,0.20051575,0.196867644,0.18434751,0.084542329,0.155360821,0.276713383,0.475302992,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__acuminata,Alatospora,Aquatic-Hyphomycete,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV704,0,0,6.82E-05,0,0,0,0,0,0,0,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__roseus,Sporobolomyces,Pathotroph-Saprotroph,13,Pathotroph-Saprotroph,Fungal Parasite-Litter Saprotroph,Yeast,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
ASV71,7.59E-05,8.93E-05,0,0,0,0.001178113,0,0,0.001536447,0,0.001566387,0,0,0,0,0.000274121,0.000633276,0.003891164,0.003488322,0,0,0.005076121,0.000103965,0,0,0.000306674,0.001477008,0.001854344,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__unassigned,Tetracladium,Aquatic-Hyphomycete,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV710,4.34E-05,0,5.11E-05,4.13E-05,0,0,0,0,0,0,0,0,0,3.43E-05,0,0.000114633,0,0,0,0,0,0,0,0,4.51E-05,0,8.57E-05,8.66E-05,0,0.000144918,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV719,0,0,0,0,0,0,0,0,0,0,0,0.00096299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Ophiostoma;s__setosum,Ophiostoma,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,Blue-Staining,Probable,"At least most species are transmitted via insect vectors, with mycelial colonies developing in bark-boring beetle galleries and spreading through the vascular system; they are highly specific to their beetle vectors. In some cases spores and mycelium are transmitted in specialized organs, termed mycangia (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94E-05,0,0,0,1.08E-05,0,1.57E-05,0,0,8.44E-05,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__leptospora,Pyrenochaetopsis,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
ASV722,3.62E-05,0,2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__takashimae,-,,-,-,-,-,-,-,Unassigned,-
ASV724,0.000180812,0.000161443,3.41E-05,6.61E-05,7.96E-05,0.0002081,5.45E-05,2.09E-05,5.76E-05,3.22E-05,0.000348086,0.000192598,0.00029403,7.73E-05,3.03E-05,0,0,2.91E-05,1.08E-05,4.06E-05,1.18E-05,2.89E-05,2.71E-05,2.41E-05,1.69E-05,1.61E-05,2.52E-05,1.80E-05,3.61E-05,7.63E-06,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unassigned;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV727,0,0,0,0,0,0.000439695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__unassigned;s__unassigned,Nectriaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Possible,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'"
ASV736,4.34E-05,0,4.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000204345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Drepanopeziza;s__salicis,Drepanopeziza,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV74,0.004252688,0.002765145,0,0,0,0.000933093,0.000169593,0,0.000870654,0,0.004096377,0,0,0.000734047,0.000525864,3.49E-05,0.000457366,0,0.002461923,0,0,0.002969675,0,0,0,0,0.000599877,0.001648706,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Filosporella;s__unassigned,Helotiaceae,Aquatic-Hyphomycete,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,"Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV747,0,0,0,0,0,0,0,0,0,0,0.000360821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g_Geniculospora;s__unassigned,Helotiaceae,Saprotroph-Symbiotroph,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,"Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV755,0,0,2.98E-05,0,0,0,0,0.000151404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon;s__pratense,Agaricales,Pathotroph-Saprotroph-Symbiotroph,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,Possible,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
ASV756,0,0.000580509,0,0,0,0,0,0,0,0,0.000144328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acephala;s__unassigned,Acephala,Symbiotroph,13,Symbiotroph,Ectomycorrhizal,NULL,NULL,Possible,NULL,"b'Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as ECM/not ECM)'"
ASV762,0,0,0,0,0,0,0.000121138,0,0,0,0,0,0,0,3.40E-05,9.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Urocystidales;f__Urocystidaceae;g__Urocystis;s__tritici,-,,-,-,-,-,-,-,Unassigned,-
ASV764,0,0,0,0,0,0,0,6.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239557,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__baccata,Gibberella,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115446,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV786,0,0,0,0,0,0,0,0,0.000108832,0,0,0,0,0,0,0,0,0.00018183,0,0,0,0.000202384,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylaria;s__dimorphospora,Dactylaria,Pathotroph,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ASV797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03E-05,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__colostri,Sporidiobolaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV799,0.000372472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__zonata,Mortierella,Saprotroph-Symbiotroph,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
ASV8,0.002126344,0.019764774,0.007441631,8.68E-05,0.013725351,0.000923023,0.036795658,9.40E-05,0.040098077,0.374711128,0.049513104,0.020540315,0.001372141,0.023601125,0.001501928,0.014548372,0.030348874,0.014539133,0.024213692,0.01190626,0.065251415,0.039105545,0.005320303,0.041219804,0.030698445,0.001428456,0.018520572,0.004509591,0.003028919,0.001338581,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Flagellospora;s__curvula,-,Aquatic-Hyphomycete,-,-,-,-,-,-,Unassigned,-
ASV81,0.001157194,0.000199228,4.26E-05,0.001562171,0.000429055,0.004433868,0,0,0.003111306,0,0,0,0,0,4.54E-05,0,0,0,0,0,0,0.00071867,0,3.21E-05,0.001554352,0,0.000226844,0.000858626,0.000420683,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__calyculus,Hymenoscyphus,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph,Microfungus,NULL,Possible,"Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","b'Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)'"
ASV819,0.000459261,0.000367541,0.000170484,2.48E-05,1.33E-05,8.73E-05,4.54E-05,0,2.88E-05,7.23E-05,0.000657967,0,0.000411642,0.00019317,5.67E-05,7.48E-05,0,0,1.79E-05,1.62E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__unassigned;o__unassigned;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51E-05,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Lentithecium;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV824,0,0,0,0,0,0,0,0,0,5.22E-05,0,0,0.000267894,0.000124488,0,0,0,0,0,0,0,0,2.71E-05,0,0,5.25E-05,0,0,0,3.05E-05,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Spirosphaera;s__cupreorufescens,Spirosphaera,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV826,0,0,0,0,0,4.36E-05,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Bondarzewiaceae;g__Heterobasidion;s__occidentale,Heterobasidion,Saprotroph,13,Saprotroph,Wood Saprotroph,Polyporoid,White Rot,Highly Probable,NULL,"b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'"
ASV829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__unassigned,Sporobolomyces,Pathotroph-Saprotroph,13,Pathotroph-Saprotroph,Fungal Parasite-Litter Saprotroph,Yeast,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
ASV832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-05,3.14E-05,0,0,0,2.82E-05,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__hungarica,-,,-,-,-,-,-,-,Unassigned,-
ASV837,3.25E-05,0,0,0,0,0,6.06E-06,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0,0,0,2.82E-05,0,1.51E-05,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__unassigned,Herpotrichiellaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV84,0.000141033,0.000206098,0.000311133,0.000169442,0.000765223,0.000288655,0.000145366,0,0,2.81E-05,0.000131593,0.005028369,0.000120879,0.000223219,0.000147545,0,0.00013633,0,0.000244039,0,0.000506007,0.00014869,0.00020793,0,0.0002309,0.00031878,0.000483934,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__cladosporioides,-,,-,-,-,-,-,-,Unassigned,-
ASV842,9.40E-05,0,2.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000119617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__buhagiarii,-,,-,-,-,-,-,-,Unassigned,-
ASV849,0,0,0,0,0,0,0,0.0001253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;s__samararum,Neosetophoma,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV855,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon;s__ericaeum,Agaricales,Pathotroph-Saprotroph-Symbiotroph,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,Possible,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
ASV859,0,0,0,0,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57E-05,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Torula;s__masonii,Torula,Pathotroph-Saprotroph,13,Pathotroph-Saprotroph,Endophyte-Plant Pathogen-Wood Saprotroph,NULL,Soft Rot,Probable,Endophyte Host - Caryophyllacae (Costa et al. 2012),"b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))'"
ASV860,0,0,0,0,0,0,0,0,0,0,0.000131593,0,0,0,1.89E-05,0,0,0,0,0,0.000141211,0,0,0,0,0,4.54E-05,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__unassigned,Xylariaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Xylarioid,NULL,Probable,"Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV88,0,0.067383658,0,0,0,0,0,0,1.92E-05,0.000128611,0.027609159,0,1.96E-05,0,0,1.99E-05,0,7.27E-05,5.74E-05,0,0,0,0,0,0.000101371,0,0.003957172,7.22E-06,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__unassigned,Neobulgaria,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
